problem_type,x,y,question,solution
square_mod,900,268,What is 900^2 mod 268?,104
addition,111,383,What is 111 plus 383?,494
modulo,849,735,What is 849 mod 735?,114
bitwise_and,589,809,What is 589 AND 809?,521
bitwise_or,571,838,What is 571 OR 838?,895
division,903,14,What is 903 // 14?,64
multiplication,213,961,What is 213 times 961 mod 1000?,693
addition,521,699,What is 521 plus 699?,1220
division,738,734,What is 738 // 734?,1
addition,626,244,What is 626 plus 244?,870
bitwise_and,192,636,What is 192 AND 636?,64
lcm,515,98,What is the LCM of 515 and 98 mod 1000?,470
modulo,880,713,What is 880 mod 713?,167
gcd,288,622,What is the GCD of 288 and 622?,2
square_mod,670,225,What is 670^2 mod 225?,25
division,841,114,What is 841 // 114?,7
bitwise_xor,668,220,What is 668 XOR 220?,576
modulo,222,187,What is 222 mod 187?,35
bitwise_and,391,660,What is 391 AND 660?,132
lcm,77,575,What is the LCM of 77 and 575 mod 1000?,275
multiplication,849,266,What is 849 times 266 mod 1000?,834
square_mod,621,435,What is 621^2 mod 435?,231
division,361,62,What is 361 // 62?,5
lcm,921,736,What is the LCM of 921 and 736 mod 1000?,856
addition,570,392,What is 570 plus 392?,962
addition,802,117,What is 802 plus 117?,919
bitwise_and,996,509,What is 996 AND 509?,484
addition,797,935,What is 797 plus 935?,1732
addition,747,714,What is 747 plus 714?,1461
lcm,281,518,What is the LCM of 281 and 518 mod 1000?,558
lcm,280,65,What is the LCM of 280 and 65 mod 1000?,640
modulo,773,419,What is 773 mod 419?,354
division,997,233,What is 997 // 233?,4
bitwise_xor,350,115,What is 350 XOR 115?,301
bitwise_and,214,453,What is 214 AND 453?,196
multiplication,212,183,What is 212 times 183 mod 1000?,796
gcd,42,244,What is the GCD of 42 and 244?,2
modulo,851,538,What is 851 mod 538?,313
bitwise_or,337,334,What is 337 OR 334?,351
square_mod,930,726,What is 930^2 mod 726?,234
gcd,663,436,What is the GCD of 663 and 436?,1
multiplication,144,27,What is 144 times 27 mod 1000?,888
division,522,334,What is 522 // 334?,1
bitwise_and,414,230,What is 414 AND 230?,134
modulo,870,420,What is 870 mod 420?,30
lcm,249,996,What is the LCM of 249 and 996 mod 1000?,996
division,476,465,What is 476 // 465?,1
gcd,841,271,What is the GCD of 841 and 271?,1
modulo,409,166,What is 409 mod 166?,77
square_mod,837,133,What is 837^2 mod 133?,58
multiplication,500,19,What is 500 times 19 mod 1000?,500
multiplication,372,272,What is 372 times 272 mod 1000?,184
bitwise_or,489,408,What is 489 OR 408?,505
gcd,68,325,What is the GCD of 68 and 325?,1
division,890,663,What is 890 // 663?,1
bitwise_and,447,260,What is 447 AND 260?,260
bitwise_xor,944,156,What is 944 XOR 156?,812
addition,753,464,What is 753 plus 464?,1217
bitwise_and,268,771,What is 268 AND 771?,256
lcm,703,38,What is the LCM of 703 and 38 mod 1000?,406
gcd,787,966,What is the GCD of 787 and 966?,1
bitwise_or,27,491,What is 27 OR 491?,507
bitwise_and,965,131,What is 965 AND 131?,129
bitwise_xor,764,85,What is 764 XOR 85?,681
bitwise_xor,387,737,What is 387 XOR 737?,866
multiplication,331,77,What is 331 times 77 mod 1000?,487
square_mod,626,179,What is 626^2 mod 179?,45
modulo,885,501,What is 885 mod 501?,384
bitwise_xor,131,712,What is 131 XOR 712?,587
bitwise_or,390,677,What is 390 OR 677?,935
bitwise_or,557,322,What is 557 OR 322?,879
multiplication,971,694,What is 971 times 694 mod 1000?,874
multiplication,834,421,What is 834 times 421 mod 1000?,114
addition,475,35,What is 475 plus 35?,510
bitwise_and,20,575,What is 20 AND 575?,20
addition,771,560,What is 771 plus 560?,1331
bitwise_or,989,565,What is 989 OR 565?,1021
square_mod,433,81,What is 433^2 mod 81?,55
bitwise_xor,333,132,What is 333 XOR 132?,457
lcm,800,907,What is the LCM of 800 and 907 mod 1000?,600
multiplication,748,573,What is 748 times 573 mod 1000?,604
bitwise_xor,115,785,What is 115 XOR 785?,866
multiplication,441,461,What is 441 times 461 mod 1000?,301
lcm,450,629,What is the LCM of 450 and 629 mod 1000?,50
multiplication,715,590,What is 715 times 590 mod 1000?,850
multiplication,648,319,What is 648 times 319 mod 1000?,712
square_mod,419,29,What is 419^2 mod 29?,24
lcm,893,295,What is the LCM of 893 and 295 mod 1000?,435
multiplication,425,152,What is 425 times 152 mod 1000?,600
multiplication,116,248,What is 116 times 248 mod 1000?,768
modulo,583,2,What is 583 mod 2?,1
bitwise_or,360,316,What is 360 OR 316?,380
addition,475,549,What is 475 plus 549?,1024
multiplication,845,936,What is 845 times 936 mod 1000?,920
bitwise_xor,91,268,What is 91 XOR 268?,343
bitwise_and,938,952,What is 938 AND 952?,936
bitwise_xor,551,588,What is 551 XOR 588?,107
modulo,878,462,What is 878 mod 462?,416
gcd,605,508,What is the GCD of 605 and 508?,1
modulo,961,567,What is 961 mod 567?,394
bitwise_and,547,256,What is 547 AND 256?,0
lcm,487,193,What is the LCM of 487 and 193 mod 1000?,991
multiplication,683,211,What is 683 times 211 mod 1000?,113
bitwise_or,783,746,What is 783 OR 746?,1007
addition,342,244,What is 342 plus 244?,586
division,834,493,What is 834 // 493?,1
gcd,756,691,What is the GCD of 756 and 691?,1
modulo,585,487,What is 585 mod 487?,98
square_mod,595,43,What is 595^2 mod 43?,6
bitwise_or,205,346,What is 205 OR 346?,479
bitwise_or,187,318,What is 187 OR 318?,447
square_mod,557,423,What is 557^2 mod 423?,190
gcd,37,46,What is the GCD of 37 and 46?,1
addition,116,376,What is 116 plus 376?,492
division,958,810,What is 958 // 810?,1
addition,40,889,What is 40 plus 889?,929
division,843,520,What is 843 // 520?,1
division,894,423,What is 894 // 423?,2
square_mod,883,714,What is 883^2 mod 714?,1
bitwise_or,517,168,What is 517 OR 168?,685
bitwise_or,768,252,What is 768 OR 252?,1020
bitwise_or,348,71,What is 348 OR 71?,351
bitwise_and,719,363,What is 719 AND 363?,75
gcd,267,329,What is the GCD of 267 and 329?,1
addition,348,842,What is 348 plus 842?,1190
multiplication,777,644,What is 777 times 644 mod 1000?,388
square_mod,459,237,What is 459^2 mod 237?,225
gcd,996,753,What is the GCD of 996 and 753?,3
square_mod,446,161,What is 446^2 mod 161?,81
modulo,252,18,What is 252 mod 18?,0
bitwise_or,577,750,What is 577 OR 750?,751
multiplication,979,757,What is 979 times 757 mod 1000?,103
multiplication,161,427,What is 161 times 427 mod 1000?,747
lcm,387,967,What is the LCM of 387 and 967 mod 1000?,229
square_mod,884,403,What is 884^2 mod 403?,39
bitwise_xor,266,651,What is 266 XOR 651?,897
division,721,583,What is 721 // 583?,1
gcd,684,216,What is the GCD of 684 and 216?,36
bitwise_xor,972,197,What is 972 XOR 197?,777
bitwise_or,136,758,What is 136 OR 758?,766
multiplication,411,627,What is 411 times 627 mod 1000?,697
modulo,669,95,What is 669 mod 95?,4
modulo,293,271,What is 293 mod 271?,22
addition,864,61,What is 864 plus 61?,925
gcd,21,140,What is the GCD of 21 and 140?,7
bitwise_or,186,274,What is 186 OR 274?,442
bitwise_or,885,81,What is 885 OR 81?,885
lcm,354,296,What is the LCM of 354 and 296 mod 1000?,392
addition,453,575,What is 453 plus 575?,1028
lcm,62,577,What is the LCM of 62 and 577 mod 1000?,774
addition,592,567,What is 592 plus 567?,1159
lcm,475,49,What is the LCM of 475 and 49 mod 1000?,275
bitwise_and,781,664,What is 781 AND 664?,520
modulo,892,571,What is 892 mod 571?,321
division,617,413,What is 617 // 413?,1
bitwise_and,533,647,What is 533 AND 647?,517
division,326,151,What is 326 // 151?,2
square_mod,947,71,What is 947^2 mod 71?,8
addition,230,829,What is 230 plus 829?,1059
gcd,560,361,What is the GCD of 560 and 361?,1
bitwise_or,461,150,What is 461 OR 150?,479
addition,64,601,What is 64 plus 601?,665
lcm,977,443,What is the LCM of 977 and 443 mod 1000?,811
lcm,129,53,What is the LCM of 129 and 53 mod 1000?,837
addition,438,603,What is 438 plus 603?,1041
bitwise_or,543,236,What is 543 OR 236?,767
gcd,532,267,What is the GCD of 532 and 267?,1
gcd,312,488,What is the GCD of 312 and 488?,8
modulo,877,321,What is 877 mod 321?,235
gcd,873,929,What is the GCD of 873 and 929?,1
bitwise_and,119,987,What is 119 AND 987?,83
bitwise_and,753,560,What is 753 AND 560?,560
lcm,493,994,What is the LCM of 493 and 994 mod 1000?,42
multiplication,916,927,What is 916 times 927 mod 1000?,132
bitwise_xor,102,165,What is 102 XOR 165?,195
lcm,249,951,What is the LCM of 249 and 951 mod 1000?,933
division,939,289,What is 939 // 289?,3
bitwise_or,966,781,What is 966 OR 781?,975
lcm,481,676,What is the LCM of 481 and 676 mod 1000?,12
square_mod,382,207,What is 382^2 mod 207?,196
multiplication,731,163,What is 731 times 163 mod 1000?,153
division,204,136,What is 204 // 136?,1
multiplication,159,333,What is 159 times 333 mod 1000?,947
multiplication,195,386,What is 195 times 386 mod 1000?,270
lcm,740,886,What is the LCM of 740 and 886 mod 1000?,820
gcd,662,286,What is the GCD of 662 and 286?,2
bitwise_or,646,606,What is 646 OR 606?,734
addition,160,695,What is 160 plus 695?,855
bitwise_xor,490,270,What is 490 XOR 270?,228
gcd,958,17,What is the GCD of 958 and 17?,1
bitwise_xor,224,123,What is 224 XOR 123?,155
bitwise_or,451,279,What is 451 OR 279?,471
modulo,884,521,What is 884 mod 521?,363
square_mod,204,84,What is 204^2 mod 84?,36
square_mod,434,166,What is 434^2 mod 166?,112
multiplication,718,257,What is 718 times 257 mod 1000?,526
addition,736,642,What is 736 plus 642?,1378
multiplication,227,990,What is 227 times 990 mod 1000?,730
multiplication,522,474,What is 522 times 474 mod 1000?,428
bitwise_xor,881,775,What is 881 XOR 775?,118
division,699,159,What is 699 // 159?,4
bitwise_and,464,460,What is 464 AND 460?,448
addition,650,681,What is 650 plus 681?,1331
gcd,648,462,What is the GCD of 648 and 462?,6
modulo,877,225,What is 877 mod 225?,202
addition,267,1,What is 267 plus 1?,268
lcm,437,15,What is the LCM of 437 and 15 mod 1000?,555
addition,429,128,What is 429 plus 128?,557
bitwise_or,232,33,What is 232 OR 33?,233
division,583,2,What is 583 // 2?,291
multiplication,757,523,What is 757 times 523 mod 1000?,911
multiplication,345,919,What is 345 times 919 mod 1000?,55
division,998,961,What is 998 // 961?,1
gcd,346,997,What is the GCD of 346 and 997?,1
division,206,60,What is 206 // 60?,3
bitwise_or,129,552,What is 129 OR 552?,681
bitwise_xor,837,504,What is 837 XOR 504?,701
bitwise_and,378,862,What is 378 AND 862?,346
bitwise_xor,722,252,What is 722 XOR 252?,558
division,797,571,What is 797 // 571?,1
modulo,944,627,What is 944 mod 627?,317
square_mod,684,302,What is 684^2 mod 302?,58
gcd,530,116,What is the GCD of 530 and 116?,2
bitwise_or,970,1,What is 970 OR 1?,971
bitwise_or,990,27,What is 990 OR 27?,991
gcd,304,61,What is the GCD of 304 and 61?,1
modulo,807,226,What is 807 mod 226?,129
lcm,47,168,What is the LCM of 47 and 168 mod 1000?,896
multiplication,306,573,What is 306 times 573 mod 1000?,338
bitwise_xor,995,419,What is 995 XOR 419?,576
lcm,940,362,What is the LCM of 940 and 362 mod 1000?,140
bitwise_xor,631,588,What is 631 XOR 588?,59
lcm,567,883,What is the LCM of 567 and 883 mod 1000?,661
lcm,67,600,What is the LCM of 67 and 600 mod 1000?,200
division,849,606,What is 849 // 606?,1
division,432,319,What is 432 // 319?,1
bitwise_or,360,256,What is 360 OR 256?,360
modulo,806,436,What is 806 mod 436?,370
bitwise_xor,812,824,What is 812 XOR 824?,20
gcd,101,821,What is the GCD of 101 and 821?,1
addition,992,420,What is 992 plus 420?,1412
division,692,158,What is 692 // 158?,4
division,476,93,What is 476 // 93?,5
multiplication,618,515,What is 618 times 515 mod 1000?,270
gcd,990,461,What is the GCD of 990 and 461?,1
modulo,802,411,What is 802 mod 411?,391
bitwise_xor,741,285,What is 741 XOR 285?,1016
multiplication,620,862,What is 620 times 862 mod 1000?,440
lcm,317,240,What is the LCM of 317 and 240 mod 1000?,80
multiplication,462,680,What is 462 times 680 mod 1000?,160
bitwise_and,71,353,What is 71 AND 353?,65
gcd,920,347,What is the GCD of 920 and 347?,1
lcm,677,342,What is the LCM of 677 and 342 mod 1000?,534
lcm,734,156,What is the LCM of 734 and 156 mod 1000?,252
bitwise_and,20,151,What is 20 AND 151?,20
division,753,565,What is 753 // 565?,1
square_mod,748,315,What is 748^2 mod 315?,64
multiplication,690,866,What is 690 times 866 mod 1000?,540
modulo,179,47,What is 179 mod 47?,38
gcd,716,690,What is the GCD of 716 and 690?,2
square_mod,942,787,What is 942^2 mod 787?,415
modulo,646,285,What is 646 mod 285?,76
division,612,421,What is 612 // 421?,1
bitwise_xor,919,746,What is 919 XOR 746?,381
multiplication,723,395,What is 723 times 395 mod 1000?,585
multiplication,675,372,What is 675 times 372 mod 1000?,100
division,627,599,What is 627 // 599?,1
modulo,216,69,What is 216 mod 69?,9
bitwise_and,127,982,What is 127 AND 982?,86
multiplication,892,981,What is 892 times 981 mod 1000?,52
lcm,947,300,What is the LCM of 947 and 300 mod 1000?,100
addition,462,841,What is 462 plus 841?,1303
modulo,314,252,What is 314 mod 252?,62
addition,302,312,What is 302 plus 312?,614
division,981,887,What is 981 // 887?,1
multiplication,476,648,What is 476 times 648 mod 1000?,448
division,456,454,What is 456 // 454?,1
lcm,83,827,What is the LCM of 83 and 827 mod 1000?,641
lcm,125,303,What is the LCM of 125 and 303 mod 1000?,875
lcm,333,25,What is the LCM of 333 and 25 mod 1000?,325
lcm,706,126,What is the LCM of 706 and 126 mod 1000?,478
division,429,131,What is 429 // 131?,3
square_mod,808,430,What is 808^2 mod 430?,124
multiplication,551,85,What is 551 times 85 mod 1000?,835
bitwise_or,888,574,What is 888 OR 574?,894
addition,215,464,What is 215 plus 464?,679
modulo,71,18,What is 71 mod 18?,17
gcd,916,739,What is the GCD of 916 and 739?,1
gcd,113,524,What is the GCD of 113 and 524?,1
bitwise_xor,836,64,What is 836 XOR 64?,772
lcm,591,81,What is the LCM of 591 and 81 mod 1000?,957
bitwise_or,774,836,What is 774 OR 836?,838
addition,926,975,What is 926 plus 975?,1901
bitwise_and,762,454,What is 762 AND 454?,194
bitwise_or,740,756,What is 740 OR 756?,756
multiplication,699,550,What is 699 times 550 mod 1000?,450
division,875,355,What is 875 // 355?,2
gcd,626,945,What is the GCD of 626 and 945?,1
bitwise_or,750,23,What is 750 OR 23?,767
square_mod,754,203,What is 754^2 mod 203?,116
multiplication,93,564,What is 93 times 564 mod 1000?,452
lcm,593,839,What is the LCM of 593 and 839 mod 1000?,527
bitwise_and,82,718,What is 82 AND 718?,66
modulo,893,263,What is 893 mod 263?,104
bitwise_xor,443,208,What is 443 XOR 208?,363
addition,554,421,What is 554 plus 421?,975
square_mod,933,373,What is 933^2 mod 373?,280
multiplication,792,132,What is 792 times 132 mod 1000?,544
multiplication,142,19,What is 142 times 19 mod 1000?,698
bitwise_or,200,429,What is 200 OR 429?,493
gcd,398,738,What is the GCD of 398 and 738?,2
bitwise_xor,713,211,What is 713 XOR 211?,538
bitwise_and,492,95,What is 492 AND 95?,76
bitwise_xor,856,585,What is 856 XOR 585?,273
multiplication,548,860,What is 548 times 860 mod 1000?,280
bitwise_and,621,117,What is 621 AND 117?,101
lcm,466,920,What is the LCM of 466 and 920 mod 1000?,360
lcm,630,30,What is the LCM of 630 and 30 mod 1000?,630
modulo,699,679,What is 699 mod 679?,20
gcd,953,458,What is the GCD of 953 and 458?,1
bitwise_and,340,860,What is 340 AND 860?,340
modulo,546,440,What is 546 mod 440?,106
bitwise_or,618,536,What is 618 OR 536?,634
bitwise_or,127,35,What is 127 OR 35?,127
multiplication,502,648,What is 502 times 648 mod 1000?,296
bitwise_xor,430,312,What is 430 XOR 312?,150
square_mod,946,698,What is 946^2 mod 698?,80
division,691,157,What is 691 // 157?,4
lcm,89,592,What is the LCM of 89 and 592 mod 1000?,688
lcm,429,636,What is the LCM of 429 and 636 mod 1000?,948
bitwise_and,469,194,What is 469 AND 194?,192
bitwise_xor,437,886,What is 437 XOR 886?,707
division,546,435,What is 546 // 435?,1
lcm,839,166,What is the LCM of 839 and 166 mod 1000?,274
modulo,230,65,What is 230 mod 65?,35
bitwise_and,823,440,What is 823 AND 440?,304
modulo,905,439,What is 905 mod 439?,27
bitwise_xor,569,583,What is 569 XOR 583?,126
bitwise_or,817,247,What is 817 OR 247?,1015
addition,80,593,What is 80 plus 593?,673
addition,77,355,What is 77 plus 355?,432
gcd,500,959,What is the GCD of 500 and 959?,1
multiplication,749,129,What is 749 times 129 mod 1000?,621
bitwise_and,85,436,What is 85 AND 436?,20
division,662,147,What is 662 // 147?,4
multiplication,297,285,What is 297 times 285 mod 1000?,645
division,150,97,What is 150 // 97?,1
modulo,693,118,What is 693 mod 118?,103
multiplication,354,602,What is 354 times 602 mod 1000?,108
square_mod,962,448,What is 962^2 mod 448?,324
square_mod,718,495,What is 718^2 mod 495?,229
gcd,897,75,What is the GCD of 897 and 75?,3
gcd,612,344,What is the GCD of 612 and 344?,4
bitwise_xor,894,393,What is 894 XOR 393?,759
square_mod,832,816,What is 832^2 mod 816?,256
modulo,688,222,What is 688 mod 222?,22
bitwise_or,966,310,What is 966 OR 310?,1014
division,454,443,What is 454 // 443?,1
square_mod,362,245,What is 362^2 mod 245?,214
bitwise_or,780,2,What is 780 OR 2?,782
addition,960,997,What is 960 plus 997?,1957
square_mod,923,268,What is 923^2 mod 268?,225
lcm,173,451,What is the LCM of 173 and 451 mod 1000?,23
lcm,737,619,What is the LCM of 737 and 619 mod 1000?,203
gcd,318,699,What is the GCD of 318 and 699?,3
multiplication,52,865,What is 52 times 865 mod 1000?,980
addition,747,429,What is 747 plus 429?,1176
square_mod,224,72,What is 224^2 mod 72?,64
bitwise_xor,757,837,What is 757 XOR 837?,432
bitwise_and,635,818,What is 635 AND 818?,562
modulo,631,550,What is 631 mod 550?,81
multiplication,207,859,What is 207 times 859 mod 1000?,813
square_mod,839,20,What is 839^2 mod 20?,1
modulo,941,737,What is 941 mod 737?,204
division,990,516,What is 990 // 516?,1
multiplication,933,770,What is 933 times 770 mod 1000?,410
bitwise_xor,808,406,What is 808 XOR 406?,702
division,545,183,What is 545 // 183?,2
division,629,85,What is 629 // 85?,7
square_mod,853,575,What is 853^2 mod 575?,234
lcm,5,118,What is the LCM of 5 and 118 mod 1000?,590
square_mod,688,603,What is 688^2 mod 603?,592
gcd,693,755,What is the GCD of 693 and 755?,1
bitwise_or,101,948,What is 101 OR 948?,1013
bitwise_xor,736,692,What is 736 XOR 692?,84
bitwise_or,741,216,What is 741 OR 216?,765
modulo,609,394,What is 609 mod 394?,215
division,854,777,What is 854 // 777?,1
lcm,698,850,What is the LCM of 698 and 850 mod 1000?,650
bitwise_and,56,901,What is 56 AND 901?,0
multiplication,969,237,What is 969 times 237 mod 1000?,653
multiplication,827,341,What is 827 times 341 mod 1000?,7
lcm,177,421,What is the LCM of 177 and 421 mod 1000?,517
gcd,130,46,What is the GCD of 130 and 46?,2
bitwise_xor,384,13,What is 384 XOR 13?,397
division,754,403,What is 754 // 403?,1
gcd,950,344,What is the GCD of 950 and 344?,2
multiplication,568,549,What is 568 times 549 mod 1000?,832
